CAMIS,RESTAURANT,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESC,CRITICALFLAG,INSPECTIONTYPE,Latitude,Longitude
41511725,HOME MADE COOKING CAFE,Brooklyn,504,BRIGHTON BEACH AVENUE,11235,7185130075,European,6/9/21,Establishment re-opened by DOHMH.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Reopening Inspection,40.57743149,-73.96219474
40424765,FRANCO BAKERY,Bronx,527,EAST  138 STREET,10454,7189934200,Bakery,8/6/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.807124,-73.91821061
50105267,TAKUMI TACO,Manhattan,97,WEST   32 STREET,10001,2129120035,Tex-Mex,8/10/21,Violations were cited in the following area(s).,05E,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,Pre-permit (Operational) / Initial Inspection,40.74832422,-73.98825243
40369940,THE NEW AMITY RESTAURANT,Manhattan,1134,MADISON AVENUE,10028,2128613255,American,8/13/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.77974519,-73.95963131
50056510,GINBO'S HAMBURGER HOUSE,Bronx,118,EAST  170 STREET,10452,3479634644,American,8/3/21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,Cycle Inspection / Initial Inspection,40.83930403,-73.91533388
41077507,LA NUEVA ESTRELLA BAR & RESTAURANT,Bronx,390,EAST  204 STREET,10467,7186534111,Latin American,8/3/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.87131968,-73.87703429
41337043,CARVEL,Brooklyn,2744,CONEY ISLAND AVENUE,11235,7189348173,Frozen Desserts,7/20/21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,Cycle Inspection / Initial Inspection,40.58974131,-73.96054952
50064806,PURE GREEN,Manhattan,45,EAST   45 STREET,10017,9174438917,Soups_Salads_Sandwiches_Beverages,8/24/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Cycle Inspection / Initial Inspection,40.75453124,-73.97739779
50113240,3 TIMES,Manhattan,38,WATER STREET,10004,9293077777,Southeast Asian,8/18/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.70322234,-74.01052055
40563041,RAY'S CANDY STORE,Manhattan,113,AVENUE A,10009,9173407855,American,7/27/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.72619534,-73.98343621
41231005,MAZZAT,Brooklyn,208,COLUMBIA STREET,11231,7188521652,Middle Eastern,8/17/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.68490417,-74.00276913
50102376,ZERDA,Brooklyn,101,SMITH STREET,11201,3479874716,Mediterranean,8/2/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.68831821,-73.98936282
50078731,MCDONALD'S,Queens,5404,MYRTLE AVE,11385,7184567287,American,7/20/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection,40.69956494,-73.91070104
40386976,LUPE'S EAST L.A. KITCHEN,Manhattan,110,AVENUE OF THE AMERICAS,10013,2129661326,Mexican,7/23/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.72367948,-74.00471893
41670931,GOOD VIEW DELICIOUS BAKERY,Brooklyn,4518,8 AVENUE,11220,7188511860,Bakery,8/16/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.64375998,-74.00096571
50055296,SAPPHIRE 39,Manhattan,20,WEST   39 STREET,10018,2123556777,American,8/4/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.75194667,-73.98318435
41627341,SUBWAY,Bronx,3683,BRUCKNER BOULEVARD,10461,9177102831,Soups_Salads_Sandwiches_Beverages,8/20/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.85244605,-73.82729405
41481717,PJ RESTAURANT & BAKERY,Brooklyn,1339,ST JOHNS PLACE,11213,7183632450,Caribbean,8/4/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.67076624,-73.93427957
41704670,AMICI PIZZERIA,Staten Island,6309,AMBOY ROAD,10309,7183566060,Italian,7/29/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.52372159,-74.2158401
50107660,AL VOLO,Queens,2807,JACKSON AVE,11101,9295107004,Italian,8/5/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Pre-permit (Operational) / Initial Inspection,40.7484265,-73.93876816
50106523,SIMPLY GREEK,Brooklyn,242,5 AVENUE,11215,7183048155,European,7/19/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Pre-permit (Operational) / Initial Inspection,40.67538652,-73.98116684
41658283,OPERA CAFE LOUNGE,Brooklyn,2255,EMMONS AVENUE,11235,7186762992,Middle Eastern,8/17/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.58368249,-73.94469084
50005125,GOOD TASTE #1,Brooklyn,235,KINGSTON AVENUE,11213,7182211112,Chinese,8/31/21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,Cycle Inspection / Initial Inspection,40.67186829,-73.94195338
41106233,ROSA MEXICANO,Manhattan,9,EAST   18 STREET,10003,2125333350,Mexican,8/10/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.73823473,-73.99115187
50096168,CAFE VINE,Queens,15013,NORTHERN BLVD,11354,9175635484,Coffee/Tea,8/16/21,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,Cycle Inspection / Initial Inspection,40.76522558,-73.81464418
50058023,OLIVER COFFEE,Manhattan,5,OLIVER STREET,10038,4153176266,Coffee/Tea,8/25/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,Cycle Inspection / Initial Inspection,40.71297497,-73.99807017
41674683,MASAGO BISTRO,Brooklyn,766,NOSTRAND AVENUE,11216,7187788828,Japanese,8/16/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.67234156,-73.95028042
50104962,EMPANADAS RD,Bronx,1971,UNIVERSITY AVENUE,10453,3477264990,Latin American,8/12/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.85434526,-73.9117974
50093295,PARILLA AZTECA,Bronx,1288,WESTCHESTER AVENUE,10459,7187081177,Mexican,8/17/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.8272685,-73.88682518
50034499,BURGER KING,Manhattan,154,EAST  116 STREET,10029,2124269532,American,8/31/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.798407,-73.94114554
50103803,Akaru Sushi,Brooklyn,201,WYCKOFF AVENUE,11237,9175399491,Other,7/21/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.70239893,-73.91615761
50048124,KOFTE PIYAZ RESTAURANT,Brooklyn,881,5 AVENUE,11232,3472277036,Middle Eastern,7/21/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.65162922,-74.00351374
50106693,2020 SABORES LATINOS REST & BAKERY,Queens,12404,JAMAICA AVE,11418,3475714461,Latin American,8/10/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection,40.7008077,-73.82636841
40366879,LA FUSTA RESTAURANT,Queens,80-32,BAXTER AVENUE,11373,7184298222,Latin American,8/11/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Re-inspection,40.7447068,-73.88456967
41311453,BESO,Staten Island,11,SCHUYLER STREET,10301,7188168162,Spanish,7/19/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.64335015,-74.07653952
41223165,BURGER KING,Brooklyn,1772,ROCKAWAY PARKWAY,11236,7185312839,American,8/27/21,Establishment re-opened by DOHMH.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Reopening Inspection,40.63837034,-73.89480342
