restaurant,BORO,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG
ANGELICA'S CAFE,Manhattan,7/28/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
ANGELICA'S CAFE,Brooklyn,7/26/21,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical
ANGIOLINA'S RESTAURANT,Manhattan,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
ANGIOLINA'S RESTAURANT,Brooklyn,7/19/21,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical
ANGIOLINA'S RESTAURANT,Manhattan,7/27/21,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical
ANITA'S LUNCHEONETTE,Queens,5/26/21,15F7,Sign prohibiting smoking or using electronic cigarettes not conspicuously  posted,Not Critical
ANITA'S LUNCHEONETTE,Manhattan,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
ANOTHEROOM,Brooklyn,7/31/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
ANOTHEROOM,Brooklyn,7/28/21,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical
ANTOJITOS BK,Manhattan,7/22/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
ANTOJITOS BK,Staten Island,7/30/21,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical
ANTOJITOS BK,Brooklyn,7/31/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
ANTOJITOS BK,Brooklyn,7/26/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
ANTOJITOS BK,Manhattan,7/20/21,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical
APPLEBEE'S,Manhattan,7/27/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
APPLEBEE'S,Queens,7/23/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
APPLEBEE'S,Manhattan,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
APPLEBEE'S,Brooklyn,7/19/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
APPLEBEE'S,Manhattan,7/27/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
APPLEBEE'S,Brooklyn,7/23/21,20C,Food allergy poster does not contain text provided or approved by Department.,Not Critical
ARABICA COFFEE,Brooklyn,7/20/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
ARABICA COFFEE,Brooklyn,7/23/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
ARABICA COFFEE,Brooklyn,7/19/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
ARAMARK @ ACCENTURE #19261,Queens,7/22/21,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical
ARAMARK @ ACCENTURE #19261,Manhattan,7/23/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
ARAMARK @ ACCENTURE #19261,Brooklyn,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
ARAMARK @ ACCENTURE #19261,Brooklyn,7/20/21,15000,Original label for smoking products sold or offered for sale,Not Critical
ARAMARK @ ACCENTURE #19261,Staten Island,7/19/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
ARAMARK @ ACCENTURE #19261,Brooklyn,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
ARAMARK @ ACCENTURE #19261,Manhattan,7/20/21,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical
ARAMARK @ ACCENTURE #19261,Staten Island,7/29/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
ARAMARK @ ACCENTURE #19261,Manhattan,7/28/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
ARBOR BISTRO,Bronx,7/21/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
ARBY'S,Queens,7/21/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
ARBY'S,Queens,3/12/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
ARBY'S,Queens,7/26/21,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical
ARBY'S,Queens,7/23/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
AREPAS BAKERY & GRILL,Staten Island,7/29/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
AREPAS BAKERY & GRILL,Manhattan,7/27/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
ARLINGTON CAFE,Queens,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
ARLINGTON CAFE,Queens,7/29/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
ARLINGTON CAFE,Brooklyn,7/27/21,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical
ARLINGTON CAFE,Brooklyn,7/30/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
ARLO LIQUOR BAR BODEGA,Manhattan,7/29/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
ARNO RISTORANTE,Brooklyn,7/21/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
ARNO RISTORANTE,Manhattan,3/9/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
ARNO RISTORANTE,Queens,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
ARNO RISTORANTE,Manhattan,7/23/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
ASHOKA,Bronx,7/19/21,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical
ASHOKA,Manhattan,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
ASHOKA,Staten Island,7/28/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
ASHOKA,Manhattan,7/27/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
ASHOKA,Manhattan,7/19/21,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical
ASHOKA GRILL,Brooklyn,7/19/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
ASHOKA GRILL,Brooklyn,7/31/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
ASHOKA GRILL,Queens,7/29/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
ASHOKA GRILL,Queens,7/26/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
ASTOR PLATE CAFE,Brooklyn,7/23/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
